,city,lat,lng,country,population
1888,Louang Namtha,20.95,101.4,Laos,54100.0
1889,Chèddra,13.4428,16.0508,Chad,54072.0
1890,Kennedy Town,22.28,114.125,Hong Kong,54000.0
1891,Chilibre,9.154,-79.6202,Panama,53955.0
1892,Ḩajjah,15.695,43.5975,Yemen,53887.0
1893,Louangphabang,19.89,102.1347,Laos,53792.0
1894,Kongoussi,13.3333,-1.5333,Burkina Faso,53641.0
1895,Narva,59.3758,28.1961,Estonia,53626.0
1896,Gisenyi,-1.7,29.25,Rwanda,53603.0
1897,San Juan,10.65,-61.45,Trinidad and Tobago,53588.0
1898,Travnik,44.2264,17.6597,Bosnia and Herzegovina,53482.0
1899,Liberia,10.6333,-85.4333,Costa Rica,53382.0
1900,Tokmok,42.839,75.291,Kyrgyzstan,53231.0
1901,Roskilde,55.65,12.0833,Denmark,52580.0
1902,Pacora,9.08,-79.28,Panama,52494.0
1903,Hrazdan,40.5,44.7667,Armenia,52283.0
1904,Lautoka,-17.6242,177.4528,Fiji,52220.0
1905,Pula,44.8703,13.8456,Croatia,52220.0
1906,Ålesund,62.4723,6.1549,Norway,52163.0
1907,Jūrmala,56.9665,23.7221,Latvia,52154.0
1908,Takeo,10.9833,104.7833,Cambodia,52000.0
1909,Ntoum,0.3905,9.761,Gabon,51954.0
1910,Alytus,54.4,24.05,Lithuania,51856.0
1911,Melo,-32.3667,-54.1833,Uruguay,51830.0
1912,M.Ə. Rəsulzadə,40.4344,49.8336,Azerbaijan,51800.0
1913,Qalqīlyah,32.1897,34.9706,West Bank,51683.0
1914,Aguadulce,8.2415,-80.5398,Panama,51668.0
1915,Mangochi,-14.4722,35.2639,Malawi,51429.0
1916,Kyzyl-Kyya,40.2667,72.05,Kyrgyzstan,51300.0
1917,Herning,56.1333,8.9833,Denmark,51193.0
1918,Korçë,40.6167,20.7667,Albania,51152.0
1919,Martin,49.0636,18.9214,Slovakia,51139.0
1920,Rosso,16.5128,-15.805,Mauritania,51026.0
1921,Kalbā,25.0742,56.3553,United Arab Emirates,51000.0
1922,Iormughanlo,41.5999,45.5278,Georgia,51000.0
1923,Silkeborg,56.1701,9.5652,Denmark,50866.0
1924,Skenderaj,42.7467,20.7886,Kosovo,50858.0
1925,Nicoya,10.1024,-85.4431,Costa Rica,50825.0
1926,Whangarei,-35.725,174.3236,New Zealand,50784.0
1927,Jarash,32.2806,35.8972,Jordan,50745.0
1928,Chbar Mon,11.4533,104.5208,Cambodia,50359.0
1929,Ma‘ān,30.1962,35.7341,Jordan,50350.0
1930,Ghŭlakandoz,40.1617,69.4678,Tajikistan,50200.0
1931,Déressia,9.7603,16.2697,Chad,50113.0
1932,El Ghâzîyé,33.5186,35.3661,Lebanon,50000.0
1933,Bandar Seri Begawan,4.8903,114.9422,Brunei,50000.0
1934,Mao,14.1194,15.3133,Chad,50000.0
1935,Qabb Eliâs,33.7986,35.825,Lebanon,50000.0
1936,Aarsâl,34.1794,36.4208,Lebanon,50000.0
1937,Krems an der Donau,48.4167,15.6167,Austria,50000.0
1938,Janīn,32.4594,35.3009,West Bank,49908.0
1939,Poprad,49.05,20.3,Slovakia,49855.0
1940,Selibe Phikwe,-21.9667,27.9167,Botswana,49724.0
1941,Özgön,40.7667,73.3,Kyrgyzstan,49410.0
1942,Karlovac,45.4931,15.5558,Croatia,49377.0
1943,Zargar,37.8,68.65,Tajikistan,49235.0
1944,Kaédi,16.1503,-13.5037,Mauritania,49152.0
1945,Notsé,6.9483,1.1681,Togo,49143.0
1946,Port-Vila,-17.7333,168.3167,Vanuatu,49034.0
1947,Farajok,3.8651,32.4821,South Sudan,49000.0
1948,Couva,10.4167,-61.45,Trinidad and Tobago,48858.0
1949,Waterford,52.2583,-7.119,Ireland,48369.0
1950,Mandeville,18.0333,-77.5,Jamaica,48317.0
1951,Upper Buchanan,5.9161,-10.0525,Liberia,48315.0
1952,Levakant,37.8667,68.9167,Tajikistan,48300.0
1953,Kara-Balta,42.8306,73.8857,Kyrgyzstan,48278.0
1954,Titao,13.25,-2.05,Burkina Faso,48242.0
1955,Faya,17.9169,19.1167,Chad,48090.0
1956,Dornbirn,47.4139,9.7444,Austria,48067.0
1957,Kanye,-24.9833,25.35,Botswana,48028.0
1958,Koumra,8.91,17.55,Chad,47950.0
1959,Clondalkin,53.3187,-6.4092,Ireland,47938.0
1960,Hørsholm,55.881,12.5011,Denmark,47836.0
1961,Al Madrah Samā’il,23.3103,57.9455,Oman,47718.0
1962,Invercargill,-46.429,168.362,New Zealand,47625.0
1963,Helsingør,56.0294,12.5863,Denmark,47563.0
1964,Serowe,-22.3833,26.7167,Botswana,47447.0
1965,Viti,42.3214,21.3583,Kosovo,46987.0
1966,Lukavac,44.5333,18.5333,Bosnia and Herzegovina,46731.0
1967,Lucaya,26.5117,-78.6431,"Bahamas, The",46525.0
1968,Dori,14.03,-0.03,Burkina Faso,46521.0
1969,Nelson,-41.2931,173.2381,New Zealand,46437.0
1970,Farim,12.4833,-15.2167,Guinea-Bissau,46268.0
1971,Kouré,13.3106,2.576,Niger,46249.0
1972,Gahini,-1.8244,30.5175,Rwanda,46009.0
1973,San Rafael,10.0417,-84.075,Costa Rica,45965.0
1974,Santiago,8.1004,-80.9833,Panama,45955.0
1975,Freeport City,26.5286,-78.6967,"Bahamas, The",45945.0
1976,Yambio,4.5705,28.4163,South Sudan,45685.0
1977,Gaya,11.8853,3.4549,Niger,45465.0
1978,Carnot,4.94,15.87,Central African Republic,45421.0
1979,San Isidro,9.3403,-83.7338,Costa Rica,45327.0
1980,Kelo,9.31,15.81,Chad,45224.0
1981,Prievidza,48.7714,18.6242,Slovakia,45017.0
1982,Pakxan,18.3964,103.6558,Laos,45000.0
1983,Nimule,3.6,32.05,South Sudan,45000.0
1984,Næstved,55.2249,11.7842,Denmark,44996.0
1985,Port Loko,8.7667,-12.7833,Sierra Leone,44900.0
1986,Gogrial,8.5337,28.1167,South Sudan,44600.0
1987,Gori,41.9817,44.1124,Georgia,44524.0
1988,Cyanika I,-1.3444,29.7422,Rwanda,44510.0
1989,Wiener Neustadt,47.8089,16.2325,Austria,44461.0
1990,Abovyan,40.2739,44.6256,Armenia,44400.0
1991,Tongoma,8.6598,-11.0588,Sierra Leone,44376.0
1992,Alajuela,10.164,-84.2645,Costa Rica,44374.0
1993,Mochudi,-24.4167,26.15,Botswana,44339.0
1994,Ruyigi,-3.4833,30.25,Burundi,44220.0
1995,Bellinzona,46.1956,9.0238,Switzerland,43785.0
1996,Varaždin,46.3081,16.3378,Croatia,43782.0
1997,Trujillo Alto,18.3599,-66.0096,Puerto Rico,43752.0
1998,Shyorongi,-1.8555,29.9702,Rwanda,43744.0
1999,Thun,46.759,7.63,Switzerland,43734.0
2000,Gabú,12.2833,-14.2167,Guinea-Bissau,43556.0
2001,Ksar,18.0995,-15.9574,Mauritania,43531.0
2002,Khawr Fakkān,25.3333,56.35,United Arab Emirates,43223.0
2003,Kapan,39.2011,46.415,Armenia,43190.0
2004,Macenta,8.5504,-9.48,Guinea,43102.0
2005,Bakau,13.4833,-16.6833,"Gambia, The",43098.0
2006,Naranjo,10.1053,-84.3885,Costa Rica,42713.0
2007,Quinhámel,11.8833,-15.85,Guinea-Bissau,42659.0
2008,Šibenik,43.7339,15.8956,Croatia,42599.0
2009,Quesada,10.3441,-84.4199,Costa Rica,42060.0
2010,Štip,41.7358,22.1914,North Macedonia,42000.0
2011,Mercedes,-33.25,-58.0333,Uruguay,41974.0
2012,Palmares,10.0466,-84.4373,Costa Rica,41805.0
2013,Köniz,46.925,7.4153,Switzerland,41784.0
2014,Kampong Chhnang,12.25,104.6667,Cambodia,41700.0
2015,Dubrovnik,42.6403,18.1083,Croatia,41562.0
2016,Puntarenas,9.9667,-84.8333,Costa Rica,41528.0
2017,Poti,42.15,41.6667,Georgia,41500.0
2018,Zugdidi,42.5081,41.8725,Georgia,41494.0
2019,Sansanné-Mango,10.3556,0.4756,Togo,41464.0
2020,Banī Suhaylā,31.3434,34.3234,Gaza Strip,41439.0
2021,Svay Rieng,11.0833,105.8,Cambodia,41424.0
2022,Bambari,5.7653,20.6742,Central African Republic,41356.0
2023,Mahalapye,-23.1041,26.8142,Botswana,41316.0
2024,Alcalde Díaz,9.1227,-79.5567,Panama,41292.0
2025,Ganta,7.2375,-8.9814,Liberia,41106.0
2026,Sevilla de Niefang,1.85,10.25,Equatorial Guinea,41084.0
2027,Arraiján,8.9398,-79.6404,Panama,41041.0
2028,Bazar-Korgon,41.0376,72.7459,Kyrgyzstan,41011.0
2029,Sarandë,39.877,20.0,Albania,41000.0
2030,Gatunda,-1.435,30.0211,Rwanda,41000.0
2031,Drogheda,53.715,-6.3525,Ireland,40956.0
2032,Famagusta,35.125,33.9417,Cyprus,40920.0
2033,Abadan,38.0517,58.21,Turkmenistan,40813.0
2034,Sukuta,13.4167,-16.7,"Gambia, The",40675.0
2035,Veles,41.7153,21.7753,North Macedonia,40664.0
2036,Artigas,-30.4667,-56.4667,Uruguay,40658.0
2037,Ölgiy,48.9683,89.9686,Mongolia,40564.0
2038,Bouar,5.95,15.6,Central African Republic,40353.0
2039,Rubengera,-2.0519,29.4144,Rwanda,40337.0
2040,Magburaka,8.7211,-11.9494,Sierra Leone,40313.0
2041,Talas,42.5184,72.2429,Kyrgyzstan,40308.0
2042,Bugarama,-2.6972,29.0083,Rwanda,40276.0
2043,Pärnu,58.3833,24.5,Estonia,40228.0
2044,Pala Oua,9.3625,14.9106,Chad,40202.0
2045,Kabuga,-1.9765,30.2247,Rwanda,40202.0
2046,Sisak,45.4872,16.3761,Croatia,40121.0
2047,Kambia,9.1239,-12.9181,Sierra Leone,40000.0
2048,Kambia,9.1167,-12.9167,Sierra Leone,40000.0
2049,Ngozi,-2.9083,29.8269,Burundi,39884.0
2050,Zvolen,48.5744,19.1533,Slovakia,39844.0
2051,Kópavogur,64.1108,-21.9094,Iceland,39810.0
2052,Massawa,15.6097,39.45,Eritrea,39758.0
2053,Oshakati,-17.7833,15.6995,Namibia,39679.0
2054,Moanda,-1.5655,13.2,Gabon,39298.0
2055,Dún Dealgan,54.0044,-6.4003,Ireland,39004.0
2056,Ramallah,31.9026,35.1955,West Bank,38998.0
2057,La Chaux-de-Fonds,47.1028,6.83,Switzerland,38965.0
2058,Ngororero,-1.865,29.625,Rwanda,38823.0
2059,Ohrid,41.1169,20.8019,North Macedonia,38818.0
2060,Lambaréné,-0.6883,10.2319,Gabon,38775.0
2061,Kwai Chung,22.3674,114.1273,Hong Kong,38674.0
2062,Armavir,40.15,44.04,Armenia,38635.0
2063,Dabola,10.75,-11.1167,Guinea,38617.0
2064,Leribe,-28.8734,28.0416,Lesotho,38558.0
2065,Belize City,17.4986,-88.1886,Belize,38500.0
2066,Minas,-34.3667,-55.2333,Uruguay,38446.0
2067,Kaka,37.35,59.6,Turkmenistan,38381.0
2068,Fribourg,46.8,7.15,Switzerland,38365.0
2069,Ciudad del Plata,-34.7667,-56.3806,Uruguay,38249.0
2070,Choybalsan,48.0706,114.5228,Mongolia,38150.0
2071,Steyr,48.0333,14.4167,Austria,38034.0
2072,Kéniéran,11.1167,-8.9333,Guinea,37944.0
2073,Ali Sabieh,11.15,42.7167,Djibouti,37939.0
2074,Celje,46.2358,15.2675,Slovenia,37872.0
2075,Kaštel Stari,43.55,16.35,Croatia,37794.0
2076,Nové Zámky,47.9831,18.1728,Slovakia,37791.0
2077,Považská Bystrica,49.1167,18.45,Slovakia,37706.0
2078,Yolöten,37.3,62.35,Turkmenistan,37705.0
2079,Kranj,46.2333,14.3667,Slovenia,37553.0
2080,Phônsavan,19.46,103.18,Laos,37507.0
2081,Samobor,45.8011,15.711,Croatia,37435.0
2082,Tabligbo,6.5833,1.5,Togo,36961.0
2083,Swords,53.4597,-6.2181,Ireland,36924.0
2084,Marijampolė,54.5567,23.3544,Lithuania,36807.0
2085,Salima,-13.7829,34.4333,Malawi,36789.0
2086,Köneürgench,42.3333,59.15,Turkmenistan,36754.0
2087,San José,-34.3333,-56.7167,Uruguay,36743.0
2088,Esch-sur-Alzette,49.4969,5.9806,Luxembourg,36625.0
2089,Ebebiyín,2.15,11.3167,Equatorial Guinea,36565.0
2090,Berat,40.7049,19.9497,Albania,36496.0
2091,Bossangoa,6.4833,17.45,Central African Republic,36478.0
2092,Arawa,-6.228,155.566,Papua New Guinea,36443.0
2093,Liwonde,-15.0667,35.2333,Malawi,36421.0
2094,Monaco,43.7333,7.4167,Monaco,36371.0
2095,Palapye,-22.55,27.1333,Botswana,36211.0
2096,Madingou,-4.1642,13.5517,Congo (Brazzaville),36183.0
2097,Sareh Mowndeh,13.4036,-16.6833,"Gambia, The",36134.0
2098,Lunsar,8.6844,-12.535,Sierra Leone,36108.0
2099,Mouila,-1.8667,11.055,Gabon,36061.0
2100,Farafenni,13.5667,-15.6,"Gambia, The",36000.0
2101,Tlokweng,-24.6686,25.9711,Botswana,35982.0
2102,Apia,-13.8333,-171.75,Samoa,35974.0
2103,Rumonge,-3.9736,29.4386,Burundi,35931.0
2104,Az̧ Z̧āhirīyah,31.4097,34.9733,West Bank,35924.0
2105,Dumbéa,-22.1576,166.4572,New Caledonia,35873.0
2106,Saint-Benoît,-21.0339,55.7128,Reunion,35310.0
2107,Newton,8.3388,-13.0048,Sierra Leone,35300.0
2108,Bria,6.5369,21.9919,Central African Republic,35204.0
2109,Dikhil,11.1167,42.3667,Djibouti,35000.0
2110,Tsumeb,-19.25,17.7,Namibia,34960.0
2111,Naryn,41.4333,76.0,Kyrgyzstan,34822.0
2112,Cativá,9.3624,-79.8357,Panama,34558.0
2113,Durazno,-33.3667,-56.5167,Uruguay,34368.0
2114,Swakopmund,-22.6667,14.5333,Namibia,34300.0
2115,Buchanan,5.8808,-10.0467,Liberia,34270.0
2116,Isfana,39.8389,69.5276,Kyrgyzstan,34219.0
2117,Gbarnga,6.998,-9.473,Liberia,34046.0
2118,Gibraltar,36.14,-5.35,Gibraltar,34003.0
2119,Kakata,6.53,-10.3517,Liberia,33945.0
2120,Impfondo,1.6186,18.0622,Congo (Brazzaville),33911.0
2121,Navan,53.6528,-6.6814,Ireland,33886.0
2122,Strumica,41.4375,22.6431,North Macedonia,33825.0
2123,Saint George’s,12.05,-61.75,Grenada,33734.0
2124,Kohtla-Järve,59.3978,27.2572,Estonia,33675.0
2125,Ayorou,14.7318,0.9195,Niger,33527.0
2126,Saint Helier,49.1858,-2.11,Jersey,33522.0
2127,Feldkirch,47.2381,9.5983,Austria,33420.0
2128,Mažeikiai,56.3167,22.3333,Lithuania,33249.0
2129,Kyrenia,35.3403,33.3192,Cyprus,33207.0
2130,Kusapín,9.18,-81.89,Panama,33121.0
2131,Hinda,-4.6167,12.0406,Congo (Brazzaville),32995.0
2132,Aravan,40.5161,72.4996,Kyrgyzstan,32917.0
2133,Kollo,13.0167,1.8833,Niger,32829.0
2134,Gostivar,41.8,20.9167,North Macedonia,32814.0
2135,Tskhinvali,42.2257,43.9701,Georgia,32699.0
2136,Ventspils,57.3906,21.5733,Latvia,32634.0
2137,Sotouboua,8.5667,0.9833,Togo,32464.0
2138,Sibiti,-3.685,13.3511,Congo (Brazzaville),32296.0
2139,Bambadinca,12.0333,-14.8667,Guinea-Bissau,32255.0
2140,Koungou,-12.7385,45.2071,Mayotte,32156.0
2141,Trévani,-12.7385,45.2071,Mayotte,32156.0
2142,Maputsoe,-28.895,27.907,Lesotho,32117.0
2143,Nikšić,42.7778,18.95,Montenegro,32046.0
2144,Saint Paul’s Bay,35.9483,14.4017,Malta,32042.0
2145,Bangassou,4.7374,22.8195,Central African Republic,31453.0
2146,Mossaka,-1.2258,16.7947,Congo (Brazzaville),31347.0
2147,Diffa,13.3171,12.6089,Niger,30988.0
2148,Dedza,-14.3667,34.3333,Malawi,30928.0
2149,Ungheni,47.2167,27.8167,Moldova,30804.0
2150,Hafnarfjörður,64.02,-21.97,Iceland,30568.0
2151,Sokuluk,42.854,74.3026,Kyrgyzstan,30540.0
2152,Motema,8.6884,-11.1805,Sierra Leone,30452.0
2153,Kailahun,8.2794,-10.5733,Sierra Leone,30411.0
2154,Ondangwa,-17.9167,15.95,Namibia,30364.0
2155,Benguema,8.3215,-13.0724,Sierra Leone,30268.0
2156,Tchibanga,-2.9331,10.9831,Gabon,30042.0
2157,Cahul,45.9075,28.1944,Moldova,30018.0
2158,Majuro,7.0833,171.3833,Marshall Islands,30000.0
2159,Arvayheer,46.2689,102.7575,Mongolia,30000.0
2160,Tarrafal,15.2787,-23.7516,Cabo Verde,30000.0
2161,Mutsamudu,-12.1675,44.3939,Comoros,30000.0
2162,Mount Hagen,-5.8667,144.2167,Papua New Guinea,29765.0
2163,Nu‘ayjah,25.2525,51.5592,Qatar,29703.0
2164,Point Fortin,10.1667,-61.6667,Trinidad and Tobago,29579.0
2165,Bafatá,12.1719,-14.6575,Guinea-Bissau,29556.0
2166,Santiago de Baney,3.7,8.9167,Equatorial Guinea,29366.0
2167,Madang,-5.2248,145.7853,Papua New Guinea,29339.0
2168,Cottica,3.8542,-54.2281,Suriname,29210.0
2169,Nola,3.5333,16.0667,Central African Republic,29181.0
2170,Madīnat Zāyid,23.6522,53.6536,United Arab Emirates,29095.0
2171,Rehoboth,-23.3167,17.0833,Namibia,28843.0
2172,Tarawa,1.3382,173.0176,Kiribati,28802.0
2173,Katima Mulilo,-17.5,24.2667,Namibia,28699.0
2174,Linden,6.0,-58.3,Guyana,28674.0
2175,Old Harbour,17.9333,-77.1167,Jamaica,28665.0
2176,Oranjestad,12.5186,-70.0358,Aruba,28658.0
2177,Bethlehem,31.7049,35.2038,West Bank,28591.0
2178,Blackrock,53.3015,-6.1778,Ireland,28557.0
2179,Dubăsari,47.2667,29.1667,Moldova,28500.0
2180,Mendefera,14.8833,38.8167,Eritrea,28492.0
2181,Nkhotakota,-12.9163,34.3,Malawi,28350.0
2182,Princes Town,10.2667,-61.3833,Trinidad and Tobago,28335.0
2183,Kočani,41.9167,22.4125,North Macedonia,28330.0
2184,Aného,6.2333,1.6,Togo,28238.0
2185,Ouésso,1.6106,16.0514,Congo (Brazzaville),28179.0
2186,Nalayh,47.7725,107.255,Mongolia,28152.0
2187,Mchinji,-13.8167,32.9,Malawi,28011.0
2188,Labasa,-16.4333,179.3667,Fiji,27949.0
2189,Douglas,54.15,-4.4775,Isle of Man,27938.0
2190,Bitam,2.0833,11.4833,Gabon,27923.0
2191,Zanandore,-3.25,30.1167,Burundi,27867.0
2192,Ramotswa,-24.8667,25.8167,Botswana,27760.0
2193,Koewarasan,5.7697,-55.2922,Suriname,27713.0
2194,George Town,19.295,-81.3811,Cayman Islands,27704.0
2195,Phuntsholing,26.85,89.3833,Bhutan,27658.0
2196,Mont-Dore,-22.2833,166.5833,New Caledonia,27620.0
2197,Nuku‘alofa,-21.1333,-175.2,Tonga,27600.0
2198,Mazenod,-29.4642,27.4969,Lesotho,27553.0
2199,Kobuleti,41.8214,41.7792,Georgia,27546.0
2200,Kimbe,-5.55,150.143,Papua New Guinea,27191.0
2201,Jonava,55.0722,24.2806,Lithuania,27134.0
2202,Lushnjë,40.9333,19.7,Albania,27000.0
2203,Lobatse,-25.2167,25.6667,Botswana,26900.0
2204,Douglas,51.8744,-8.435,Ireland,26883.0
2205,Nsanje,-16.9167,35.2667,Malawi,26844.0
2206,Grootfontein,-19.5658,18.1036,Namibia,26839.0
2207,Tunapuna,10.6333,-61.3833,Trinidad and Tobago,26829.0
2208,‘Abasān al Kabīrah,31.3191,34.3401,Gaza Strip,26767.0
2209,Baytūnyā,31.8966,35.1705,West Bank,26604.0
2210,Voinjama,8.4167,-9.75,Liberia,26594.0
2211,Ratau,-29.3828,27.7892,Lesotho,26582.0
2212,Sélibaby,15.167,-12.1833,Mauritania,26420.0
2213,Ulaangom,49.9833,92.0667,Mongolia,26319.0
2214,Bouansa,-4.2178,13.7628,Congo (Brazzaville),26265.0
2215,Bayanhongor,46.1944,100.7181,Mongolia,26252.0
2216,Loutété,-4.2972,13.8556,Congo (Brazzaville),26176.0
2217,San Ignacio,17.1588,-89.0696,Belize,26151.0
2218,Rēzekne,56.5067,27.3308,Latvia,26131.0
2219,Mzimba,-11.9,33.6,Malawi,26096.0
2220,Hovd,48.0042,91.6406,Mongolia,26023.0
2221,Idhnā,31.5587,34.9744,West Bank,26009.0
2222,Koper,45.55,13.7333,Slovenia,25753.0
2223,Koulamoutou,-1.1333,12.4833,Gabon,25651.0
2224,Utena,55.5,25.6,Lithuania,25608.0
2225,Velenje,46.3625,15.1144,Slovenia,25594.0
2226,Diego Martin,10.7167,-61.5667,Trinidad and Tobago,25370.0
2227,Harbel,6.2833,-10.35,Liberia,25309.0
2228,Chiromo,-16.55,35.1332,Malawi,25235.0
2229,Wewak,-3.55,143.6333,Papua New Guinea,25143.0
2230,Charentsavan,40.4097,44.6431,Armenia,25039.0
2231,Dbarwa,15.1,38.8333,Eritrea,25000.0
2232,Vangviang,18.9267,102.4494,Laos,25000.0
2233,Mohale’s Hoek,-30.15,27.4667,Lesotho,24992.0
2234,Marneuli,41.4872,44.7981,Georgia,24928.0
2235,Victoria,-4.6231,55.4525,Seychelles,24701.0
2236,Kaga Bandoro,7.0,19.1833,Central African Republic,24661.0
2237,Khashuri,41.9975,43.5986,Georgia,24601.0
2238,Païta,-22.1289,166.369,New Caledonia,24563.0
2239,Qabāţīyah,32.4104,35.2809,West Bank,24439.0
2240,Birkirkara,35.8967,14.4625,Malta,24356.0
2241,Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,24287.0
2242,Calliaqua,13.1308,-61.1928,Saint Vincent and the Grenadines,24205.0
2243,Aioun,16.6614,-9.615,Mauritania,24199.0
2244,Novo Mesto,45.8,15.1667,Slovenia,24183.0
2245,Qiloane,-29.3625,27.6319,Lesotho,24093.0
2246,Mórfou,35.1981,32.9939,Cyprus,24070.0
2247,Kourou,5.16,-52.6499,French Guiana,24029.0
2248,Atar,20.5167,-13.05,Mauritania,24021.0
2249,Niamtougou,9.7667,1.1,Togo,24000.0
2250,Badou,7.5833,0.6,Togo,24000.0
2251,Mapoteng,-29.1097,27.9739,Lesotho,23926.0
2252,Zwedru,6.0667,-8.1333,Liberia,23903.0
2253,Cibitoke,-2.8886,29.12,Burundi,23885.0
2254,Az Zuwāydah,31.4395,34.3805,Gaza Strip,23841.0
2255,Stepanavan,41.0096,44.3841,Armenia,23782.0
2256,Kėdainiai,55.2833,23.9667,Lithuania,23447.0
2257,Keflavík,64.0167,-22.5667,Iceland,23329.0
2258,Sevan,40.555,44.9536,Armenia,23200.0
2259,Bassar,9.25,0.7833,Togo,23181.0
2260,Gitega,-3.426,29.8436,Burundi,23167.0
2261,Bafilo,9.35,1.2667,Togo,23085.0
2262,Cataño,18.4375,-66.144,Puerto Rico,22768.0
2263,Ogre,56.8169,24.6047,Latvia,22767.0
2264,Linstead,18.1368,-77.0317,Jamaica,22757.0
2265,Quartier Militaire,-20.25,57.55,Mauritius,22745.0
2266,Vega Baja,18.4406,-66.3997,Puerto Rico,22730.0
2267,Okahandja,-21.9796,16.91,Namibia,22639.0
2268,Andorra la Vella,42.5,1.5,Andorra,22615.0
2269,Savanna-la-Mar,18.2167,-78.1333,Jamaica,22600.0
2270,Sliema,35.9122,14.5042,Malta,22591.0
2271,Ouani,-12.135,44.4275,Comoros,22501.0
2272,Sibut,5.7333,19.0833,Central African Republic,22419.0
2273,Valmiera,57.5381,25.4231,Latvia,22376.0
2274,Káto Polemídia,34.6931,32.9992,Cyprus,22369.0
2275,Guérou,16.8177,-11.8359,Mauritania,22323.0
2276,Senekane,-29.2525,27.7433,Lesotho,22262.0
2277,Telšiai,55.9833,22.25,Lithuania,22261.0
2278,Sant Pere,42.5,1.5,Andorra,22256.0
2279,São Filipe,14.895,-24.498,Cabo Verde,22227.0
2280,Saint John’s,17.1167,-61.85,Antigua and Barbuda,22219.0
2281,Samtredia,42.1625,42.3417,Georgia,22201.0
2282,Soroca,48.1667,28.3,Moldova,22196.0
2283,Mbaïki,3.8833,18.0,Central African Republic,22166.0
2284,Uliastay,47.7428,96.8433,Mongolia,22006.0
2285,Néma,16.6171,-7.25,Mauritania,21979.0
2286,Dudelange,49.4833,6.0833,Luxembourg,21953.0
2287,Pak Tin Pa,22.3364,114.1667,Hong Kong,21902.0
2288,Kueneng,-29.0161,27.9981,Lesotho,21887.0
2289,Maghalleen,-30.0942,27.4189,Lesotho,21869.0
2290,Kayanza,-2.9167,29.6167,Burundi,21767.0
2291,Gros Islet,14.081,-60.953,Saint Lucia,21660.0
2292,Tsetserleg,47.4769,101.4503,Mongolia,21620.0
2293,Ashtarak,40.2975,44.3617,Armenia,21600.0
2294,Senaki,42.2689,42.0678,Georgia,21596.0
2295,Goroka,-6.0833,145.3833,Papua New Guinea,21507.0
2296,Tanki Leendert,12.5418,-70.022,Aruba,21495.0
2297,Laventille,10.65,-61.4833,Trinidad and Tobago,21454.0
2298,Ghanzi,-21.7,21.65,Botswana,21420.0
2299,Tauragė,55.2522,22.2897,Lithuania,21416.0
2300,Masis,40.0633,44.4408,Armenia,21376.0
2301,Artashat,39.9539,44.5506,Armenia,21300.0
2302,Obock,11.9667,43.2833,Djibouti,21200.0
2303,Jēkabpils,56.4975,25.8664,Latvia,21150.0
2304,Seria,4.6141,114.3302,Brunei,21082.0
2305,Orhei,47.3831,28.8231,Moldova,21065.0
2306,Ukmergė,55.25,24.7667,Lithuania,21048.0
2307,Mandza,-11.4167,43.3,Comoros,21000.0
2308,Öndörhaan,47.3167,110.65,Mongolia,20935.0
2309,Jericho,31.8571,35.4603,West Bank,20907.0
2310,Pogradec,40.9,20.65,Albania,20848.0
2311,Gavarr,40.3667,45.1333,Armenia,20765.0
2312,Goodlands,-20.035,57.6431,Mauritius,20712.0
2313,Makokou,0.5667,12.8667,Gabon,20653.0
2314,Foya Tangia,8.2713,-10.2283,Liberia,20569.0
2315,Lami,-18.1167,178.4167,Fiji,20529.0
2316,Kokopo,-4.35,152.2736,Papua New Guinea,20262.0
2317,Mosta,35.9097,14.4261,Malta,20241.0
2318,Kavajë,41.1842,19.5619,Albania,20192.0
2319,Comrat,46.3003,28.6572,Moldova,20113.0
2320,Bubanza,-3.0833,29.4,Burundi,20031.0
2321,Bulolo,-7.2,146.65,Papua New Guinea,20000.0
2322,Slobozia,46.7293,29.7045,Moldova,20000.0
2323,Sitrah,26.12,50.65,Bahrain,20000.0
2324,Ulcinj,41.92,19.2,Montenegro,19921.0
2325,Akureyri,65.6833,-18.1,Iceland,19893.0
2326,Kavieng,-2.5667,150.8,Papua New Guinea,19849.0
2327,Gjirokastër,40.0758,20.1389,Albania,19836.0
2328,Cheung Chau,22.2106,114.0289,Hong Kong,19769.0
2329,Otjiwarongo,-20.4642,16.6528,Namibia,19614.0
2330,Visaginas,55.6,26.4333,Lithuania,19586.0
2331,Herceg Novi,42.453,18.5312,Montenegro,19536.0
2332,Dračevo,41.9335,21.5247,North Macedonia,19246.0
2333,Aradíppou,34.9528,33.59,Cyprus,19199.0
2334,Pljevlja,43.3567,19.3583,Montenegro,19136.0
2335,Gobabis,-22.45,18.9667,Namibia,19101.0
2336,Saint Peter Port,49.4555,-2.5368,Guernsey,18958.0
2337,Pitseng,-29.0097,28.2575,Lesotho,18948.0
2338,Nakasi,-18.0708,178.5214,Fiji,18919.0
2339,Garðabær,64.0902,-21.9264,Iceland,18891.0
2340,Triolet,-20.05,57.55,Mauritius,18772.0
2341,Mansa Konko,13.4667,-15.55,"Gambia, The",18672.0
2342,Lelydorp,5.6967,-55.2167,Suriname,18663.0
2343,Ba,-17.5333,177.6833,Fiji,18526.0
2344,Barentu,15.1167,37.6,Eritrea,18500.0
2345,Fushë-Krujë,41.4833,19.7167,Albania,18477.0
